<meta message time_signature numerator=4 denominator=4 clocks_per_click=96 notated_32nd_notes_per_beat=8 time=0>
<meta message sequencer_specific data=(0, 0, 65) time=0>
<meta message set_tempo tempo=632911 time=0>
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=127 time=384
note_on channel=2 note=45 velocity=127 time=192
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=96
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=96
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=384
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=44 velocity=127 time=32
note_on channel=2 note=32 velocity=127 time=0
note_off channel=2 note=44 velocity=0 time=128
note_off channel=2 note=32 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=32
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=128
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=46 velocity=127 time=32
note_on channel=2 note=34 velocity=127 time=0
note_off channel=2 note=46 velocity=0 time=128
note_off channel=2 note=34 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=46 velocity=127 time=32
note_on channel=2 note=34 velocity=127 time=0
note_off channel=2 note=46 velocity=0 time=64
note_off channel=2 note=34 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=32
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=127 time=64
note_off channel=2 note=35 velocity=127 time=0
note_on channel=2 note=45 velocity=127 time=264
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=356
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=43 velocity=127 time=336
note_off channel=2 note=43 velocity=0 time=188
note_on channel=2 note=38 velocity=127 time=84
note_on channel=2 note=33 velocity=127 time=244
note_off channel=2 note=38 velocity=0 time=12
note_off channel=2 note=33 velocity=0 time=308
note_on channel=2 note=31 velocity=127 time=0
note_off channel=2 note=31 velocity=0 time=208
note_on channel=2 note=33 velocity=127 time=4
note_off channel=2 note=33 velocity=0 time=380
note_on channel=2 note=43 velocity=127 time=108
note_off channel=2 note=43 velocity=0 time=188
note_on channel=2 note=38 velocity=127 time=84
note_on channel=2 note=33 velocity=127 time=244
note_off channel=2 note=38 velocity=0 time=12
note_off channel=2 note=33 velocity=0 time=308
note_on channel=2 note=31 velocity=127 time=0
note_off channel=2 note=31 velocity=0 time=208
note_on channel=2 note=33 velocity=127 time=4
note_on channel=2 note=33 velocity=127 time=276
note_off channel=2 note=33 velocity=0 time=104
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=128
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=356
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=124
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=108 time=96
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=64
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=37 velocity=84 time=32
note_off channel=2 note=37 velocity=0 time=64
note_on channel=2 note=38 velocity=108 time=32
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=64
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=32
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=128
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=64
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=128
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=64
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=512
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=448
note_off channel=2 note=40 velocity=0 time=384
note_on channel=2 note=45 velocity=127 time=192
note_off channel=2 note=45 velocity=0 time=96
note_on channel=2 note=38 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=127 time=384
note_on channel=2 note=45 velocity=127 time=192
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=96
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=96
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=384
note_on channel=2 note=55 velocity=127 time=480
note_off channel=2 note=55 velocity=0 time=64
note_on channel=2 note=52 velocity=127 time=32
note_on channel=2 note=50 velocity=127 time=96
note_off channel=2 note=52 velocity=0 time=32
note_off channel=2 note=50 velocity=0 time=32
note_on channel=2 note=47 velocity=127 time=32
note_on channel=2 note=47 velocity=127 time=96
note_off channel=2 note=47 velocity=0 time=32
note_on channel=2 note=57 velocity=127 time=64
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=20
note_off channel=2 note=57 velocity=0 time=44
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=55 velocity=127 time=32
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=55 velocity=0 time=64
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=32
note_off channel=2 note=40 velocity=0 time=384
note_on channel=2 note=45 velocity=127 time=192
note_off channel=2 note=45 velocity=0 time=96
note_on channel=2 note=38 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=127 time=384
note_on channel=2 note=45 velocity=127 time=192
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=96
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=96
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=384
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=44 velocity=127 time=32
note_on channel=2 note=32 velocity=127 time=0
note_off channel=2 note=44 velocity=0 time=128
note_off channel=2 note=32 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=32
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=128
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=46 velocity=127 time=32
note_on channel=2 note=34 velocity=127 time=0
note_off channel=2 note=46 velocity=0 time=128
note_off channel=2 note=34 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=46 velocity=127 time=32
note_on channel=2 note=34 velocity=127 time=0
note_off channel=2 note=46 velocity=0 time=64
note_off channel=2 note=34 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=32
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=127 time=64
note_off channel=2 note=35 velocity=127 time=0
note_on channel=2 note=40 velocity=127 time=32
note_off channel=2 note=40 velocity=0 time=384
note_on channel=2 note=45 velocity=127 time=192
note_off channel=2 note=45 velocity=0 time=96
note_on channel=2 note=38 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=127 time=384
note_on channel=2 note=45 velocity=127 time=192
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=96
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=96
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=384
note_on channel=2 note=55 velocity=127 time=480
note_off channel=2 note=55 velocity=0 time=64
note_on channel=2 note=52 velocity=127 time=32
note_on channel=2 note=50 velocity=127 time=96
note_off channel=2 note=52 velocity=0 time=32
note_off channel=2 note=50 velocity=0 time=32
note_on channel=2 note=47 velocity=127 time=32
note_on channel=2 note=47 velocity=127 time=96
note_off channel=2 note=47 velocity=0 time=32
note_on channel=2 note=57 velocity=127 time=64
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=20
note_off channel=2 note=57 velocity=0 time=44
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=55 velocity=127 time=32
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=55 velocity=0 time=64
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=32
note_off channel=2 note=40 velocity=0 time=384
note_on channel=2 note=45 velocity=127 time=192
note_off channel=2 note=45 velocity=0 time=96
note_on channel=2 note=38 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=127 time=384
note_on channel=2 note=45 velocity=127 time=192
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=96
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=96
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=384
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=44 velocity=127 time=32
note_on channel=2 note=32 velocity=127 time=0
note_off channel=2 note=44 velocity=0 time=128
note_off channel=2 note=32 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=32
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=128
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=46 velocity=127 time=32
note_on channel=2 note=34 velocity=127 time=0
note_off channel=2 note=46 velocity=0 time=128
note_off channel=2 note=34 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=64
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=64
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=46 velocity=127 time=32
note_on channel=2 note=34 velocity=127 time=0
note_off channel=2 note=46 velocity=0 time=64
note_off channel=2 note=34 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=32
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=127 time=64
note_off channel=2 note=35 velocity=127 time=0
note_on channel=2 note=45 velocity=127 time=264
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=356
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=43 velocity=127 time=336
note_off channel=2 note=43 velocity=0 time=188
note_on channel=2 note=38 velocity=127 time=84
note_on channel=2 note=33 velocity=127 time=244
note_off channel=2 note=38 velocity=0 time=12
note_off channel=2 note=33 velocity=0 time=308
note_on channel=2 note=31 velocity=127 time=0
note_off channel=2 note=31 velocity=0 time=208
note_on channel=2 note=33 velocity=127 time=4
note_off channel=2 note=33 velocity=0 time=380
note_on channel=2 note=43 velocity=127 time=108
note_off channel=2 note=43 velocity=0 time=188
note_on channel=2 note=38 velocity=127 time=84
note_on channel=2 note=33 velocity=127 time=244
note_off channel=2 note=38 velocity=0 time=12
note_off channel=2 note=33 velocity=0 time=308
note_on channel=2 note=31 velocity=127 time=0
note_off channel=2 note=31 velocity=0 time=208
note_on channel=2 note=33 velocity=127 time=4
note_on channel=2 note=33 velocity=127 time=276
note_off channel=2 note=33 velocity=0 time=104
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=128
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=356
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=280
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=40 velocity=127 time=20
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=176
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=40 velocity=0 time=48
note_off channel=2 note=28 velocity=0 time=0
note_off channel=2 note=47 velocity=0 time=228
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=45 velocity=127 time=96
note_on channel=2 note=33 velocity=127 time=0
note_off channel=2 note=45 velocity=0 time=220
note_off channel=2 note=33 velocity=0 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=0 time=112
note_off channel=2 note=35 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=124
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=108 time=96
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=64
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=37 velocity=84 time=32
note_off channel=2 note=37 velocity=0 time=64
note_on channel=2 note=38 velocity=108 time=32
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=64
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=32
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=128
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=64
note_on channel=2 note=43 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=128
note_off channel=2 note=43 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=64
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=192
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=38 velocity=127 time=96
note_on channel=2 note=45 velocity=127 time=0
note_off channel=2 note=38 velocity=0 time=512
note_off channel=2 note=45 velocity=0 time=0
note_on channel=2 note=28 velocity=127 time=448
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=28 velocity=127 time=0
note_on channel=2 note=40 velocity=127 time=0
note_on channel=2 note=40 velocity=127 time=0
note_on channel=2 note=40 velocity=127 time=0
note_off channel=2 note=28 velocity=127 time=128
note_off channel=2 note=28 velocity=127 time=0
note_off channel=2 note=28 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=0
note_on channel=2 note=40 velocity=127 time=64
note_on channel=2 note=40 velocity=127 time=0
note_on channel=2 note=40 velocity=127 time=0
note_on channel=2 note=52 velocity=127 time=0
note_on channel=2 note=52 velocity=127 time=0
note_on channel=2 note=52 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=384
note_off channel=2 note=40 velocity=127 time=0
note_off channel=2 note=40 velocity=127 time=0
note_off channel=2 note=52 velocity=127 time=0
note_off channel=2 note=52 velocity=127 time=0
note_off channel=2 note=52 velocity=127 time=0
note_on channel=2 note=38 velocity=127 time=192
note_on channel=2 note=38 velocity=127 time=0
note_on channel=2 note=38 velocity=127 time=0
note_on channel=2 note=50 velocity=127 time=0
note_on channel=2 note=50 velocity=127 time=0
note_on channel=2 note=50 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=128
note_off channel=2 note=38 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=0
note_off channel=2 note=50 velocity=127 time=0
note_off channel=2 note=50 velocity=127 time=0
note_off channel=2 note=50 velocity=127 time=0
note_on channel=2 note=38 velocity=127 time=64
note_on channel=2 note=38 velocity=127 time=0
note_on channel=2 note=38 velocity=127 time=0
note_on channel=2 note=50 velocity=127 time=0
note_on channel=2 note=50 velocity=127 time=0
note_on channel=2 note=50 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=384
note_off channel=2 note=38 velocity=127 time=0
note_off channel=2 note=38 velocity=127 time=0
note_off channel=2 note=50 velocity=127 time=0
note_off channel=2 note=50 velocity=127 time=0
note_off channel=2 note=50 velocity=127 time=0
note_on channel=2 note=37 velocity=127 time=192
note_on channel=2 note=37 velocity=127 time=0
note_on channel=2 note=37 velocity=127 time=0
note_on channel=2 note=49 velocity=127 time=0
note_on channel=2 note=49 velocity=127 time=0
note_on channel=2 note=49 velocity=127 time=0
note_off channel=2 note=37 velocity=127 time=128
note_off channel=2 note=37 velocity=127 time=0
note_off channel=2 note=37 velocity=127 time=0
note_off channel=2 note=49 velocity=127 time=0
note_off channel=2 note=49 velocity=127 time=0
note_off channel=2 note=49 velocity=127 time=0
note_on channel=2 note=37 velocity=127 time=64
note_on channel=2 note=37 velocity=127 time=0
note_on channel=2 note=37 velocity=127 time=0
note_on channel=2 note=49 velocity=127 time=0
note_on channel=2 note=49 velocity=127 time=0
note_on channel=2 note=49 velocity=127 time=0
note_off channel=2 note=37 velocity=127 time=384
note_off channel=2 note=37 velocity=127 time=0
note_off channel=2 note=37 velocity=127 time=0
note_off channel=2 note=49 velocity=127 time=0
note_off channel=2 note=49 velocity=127 time=0
note_off channel=2 note=49 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=192
note_on channel=2 note=35 velocity=127 time=0
note_on channel=2 note=35 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=0
note_on channel=2 note=47 velocity=127 time=0
note_off channel=2 note=35 velocity=127 time=128
note_off channel=2 note=35 velocity=127 time=0
note_off channel=2 note=35 velocity=127 time=0
note_off channel=2 note=47 velocity=127 time=0
note_off channel=2 note=47 velocity=127 time=0
note_off channel=2 note=47 velocity=127 time=0
note_on channel=2 note=43 velocity=127 time=64
note_on channel=2 note=43 velocity=127 time=0
note_on channel=2 note=43 velocity=127 time=0
note_on channel=2 note=55 velocity=127 time=0
note_on channel=2 note=55 velocity=127 time=0
note_on channel=2 note=55 velocity=127 time=0
note_off channel=2 note=43 velocity=127 time=64
note_off channel=2 note=43 velocity=127 time=0
note_off channel=2 note=43 velocity=127 time=0
note_off channel=2 note=55 velocity=127 time=0
note_off channel=2 note=55 velocity=127 time=0
note_off channel=2 note=55 velocity=127 time=0
note_on channel=2 note=45 velocity=127 time=32
note_on channel=2 note=45 velocity=127 time=0
note_on channel=2 note=45 velocity=127 time=0
note_on channel=2 note=57 velocity=127 time=0
note_on channel=2 note=57 velocity=127 time=0
note_on channel=2 note=57 velocity=127 time=0
note_off channel=2 note=45 velocity=127 time=64
note_off channel=2 note=45 velocity=127 time=0
note_off channel=2 note=45 velocity=127 time=0
note_off channel=2 note=57 velocity=127 time=0
note_off channel=2 note=57 velocity=127 time=0
note_off channel=2 note=57 velocity=127 time=0
note_on channel=2 note=46 velocity=127 time=32
note_on channel=2 note=46 velocity=127 time=0
note_on channel=2 note=46 velocity=127 time=0
note_on channel=2 note=58 velocity=127 time=0
note_on channel=2 note=58 velocity=127 time=0
note_on channel=2 note=58 velocity=127 time=0
note_off channel=2 note=46 velocity=127 time=40
note_off channel=2 note=46 velocity=127 time=0
note_off channel=2 note=46 velocity=127 time=0
note_off channel=2 note=58 velocity=127 time=0
note_off channel=2 note=58 velocity=127 time=0
note_off channel=2 note=58 velocity=127 time=0
note_on channel=2 note=45 velocity=127 time=24
note_on channel=2 note=45 velocity=127 time=0
note_on channel=2 note=45 velocity=127 time=0
note_on channel=2 note=57 velocity=127 time=0
note_on channel=2 note=57 velocity=127 time=0
